INFO 2025-07-23 16:52:21,969 autoreload 9 127040883932032 Watching for file changes with StatReloader
INFO 2025-07-23 16:53:01,734 basehttp 9 127040783107776 "GET /static/drf-yasg/swagger-ui-init.js HTTP/1.1" 200 14964
INFO 2025-07-23 16:53:01,816 basehttp 9 127040544032448 "GET /static/drf-yasg/immutable.min.js HTTP/1.1" 200 56904
INFO 2025-07-23 16:53:01,819 basehttp 9 127040552425152 "GET /static/drf-yasg/insQ.min.js HTTP/1.1" 200 2093
INFO 2025-07-23 16:53:01,832 basehttp 9 127040560817856 "GET /static/drf-yasg/swagger-ui-dist/swagger-ui-standalone-preset.js HTTP/1.1" 200 322863
INFO 2025-07-23 16:53:01,865 basehttp 9 127040569210560 "GET /static/drf-yasg/swagger-ui-dist/swagger-ui-bundle.js HTTP/1.1" 200 1046583
INFO 2025-07-23 16:53:02,343 basehttp 9 127040569210560 "GET /swagger/?format=openapi HTTP/1.1" 200 7268
INFO 2025-07-23 16:53:02,365 basehttp 9 127040569210560 "GET /static/drf-yasg/swagger-ui-dist/favicon-32x32.png HTTP/1.1" 200 628
INFO 2025-07-23 16:53:03,352 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:53:03,375 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3037
INFO 2025-07-23 16:53:08,355 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:53:08,381 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:53:13,354 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:53:13,389 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:53:18,354 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:53:18,381 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:53:23,359 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:53:23,386 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:53:25,560 basehttp 9 127040569210560 "GET /api/saga/sagas/?actives_seulement=false HTTP/1.1" 200 97
INFO 2025-07-23 16:53:28,357 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:53:28,394 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:53:33,355 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:53:33,376 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:53:38,363 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:53:38,387 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:53:43,358 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:53:43,385 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3052
INFO 2025-07-23 16:53:47,930 basehttp 9 127040535639744 "GET /api/saga/health/ HTTP/1.1" 200 182
INFO 2025-07-23 16:53:48,351 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:53:48,370 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3052
INFO 2025-07-23 16:53:53,356 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:53:53,384 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:53:58,356 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:53:58,388 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:54:03,357 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:54:03,382 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3052
INFO 2025-07-23 16:54:08,355 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:54:08,378 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3037
INFO 2025-07-23 16:54:11,749 basehttp 9 127040535639744 "GET /api/saga/health/ HTTP/1.1" 200 182
INFO 2025-07-23 16:54:11,844 saga_api 9 127040535639744 Saga créée: 6d99dc48-6c76-4db3-9785-15f8faefb0c5 pour client 12345678-1234-1234-1234-123456789012
ERROR 2025-07-23 16:54:11,845 saga_api 9 127040535639744 Erreur inattendue: 'SagaCommande' object has no attribute 'donnees_contexte'
Traceback (most recent call last):
  File "/app/interfaces/saga_api.py", line 176, in demarrer_saga_commande
    saga_repository.save(saga)
  File "/app/infrastructure/django_saga_repository.py", line 129, in save
    'donnees_contexte': saga.donnees_contexte,
                        ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'SagaCommande' object has no attribute 'donnees_contexte'
ERROR 2025-07-23 16:54:11,848 log 9 127040535639744 Internal Server Error: /api/saga/commandes/
ERROR 2025-07-23 16:54:11,850 basehttp 9 127040535639744 "POST /api/saga/commandes/ HTTP/1.1" 500 110
INFO 2025-07-23 16:54:11,855 saga_api 9 127040535639744 Saga créée: bd498c54-9d7a-48ee-aba6-ba200a36954c pour client 12345678-1234-1234-1234-123456789012
ERROR 2025-07-23 16:54:11,855 saga_api 9 127040535639744 Erreur inattendue: 'SagaCommande' object has no attribute 'donnees_contexte'
Traceback (most recent call last):
  File "/app/interfaces/saga_api.py", line 176, in demarrer_saga_commande
    saga_repository.save(saga)
  File "/app/infrastructure/django_saga_repository.py", line 129, in save
    'donnees_contexte': saga.donnees_contexte,
                        ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'SagaCommande' object has no attribute 'donnees_contexte'
ERROR 2025-07-23 16:54:11,856 log 9 127040535639744 Internal Server Error: /api/saga/commandes/
ERROR 2025-07-23 16:54:11,857 basehttp 9 127040535639744 "POST /api/saga/commandes/ HTTP/1.1" 500 110
INFO 2025-07-23 16:54:11,878 basehttp 9 127040535639744 "GET /metrics/ HTTP/1.1" 200 3052
INFO 2025-07-23 16:54:11,910 basehttp 9 127040535639744 "GET /api/saga/health/ HTTP/1.1" 200 182
INFO 2025-07-23 16:54:13,359 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:54:13,391 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:54:18,353 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:54:18,377 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:54:23,352 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:54:23,395 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:54:28,352 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:54:28,384 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:54:33,352 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:54:33,371 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3052
INFO 2025-07-23 16:54:38,360 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:54:38,393 basehttp 9 127040527247040 "GET /metrics/ HTTP/1.1" 200 3052
INFO 2025-07-23 16:54:43,357 basehttp 9 127040527247040 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:54:43,390 basehttp 9 127040527247040 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:54:48,351 basehttp 9 127040527247040 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:54:48,377 basehttp 9 127040527247040 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:54:53,351 basehttp 9 127040527247040 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:54:53,376 basehttp 9 127040527247040 "GET /metrics/ HTTP/1.1" 200 3037
INFO 2025-07-23 16:54:58,357 basehttp 9 127040527247040 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:54:58,399 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:55:03,356 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:55:03,396 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:55:08,357 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:55:08,389 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:55:13,356 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:55:13,387 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:55:18,359 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:55:18,381 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:55:23,354 basehttp 9 127040800941760 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:55:23,380 basehttp 9 127040800941760 "GET /metrics/ HTTP/1.1" 200 3038
INFO 2025-07-23 16:55:26,028 autoreload 9 127040883932032 /app/domain/entities.py changed, reloading.
INFO 2025-07-23 16:55:26,876 autoreload 61 140246172171136 Watching for file changes with StatReloader
INFO 2025-07-23 16:55:28,370 basehttp 61 140246087886528 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:55:28,392 basehttp 61 140246087886528 "GET /metrics/ HTTP/1.1" 200 3035
INFO 2025-07-23 16:55:33,357 basehttp 61 140246087886528 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:55:33,378 basehttp 61 140246087886528 "GET /metrics/ HTTP/1.1" 200 3036
INFO 2025-07-23 16:55:38,351 basehttp 61 140246087886528 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:55:38,372 basehttp 61 140246087886528 "GET /metrics/ HTTP/1.1" 200 3035
INFO 2025-07-23 16:55:42,950 autoreload 61 140246172171136 /app/infrastructure/django_saga_repository.py changed, reloading.
INFO 2025-07-23 16:55:44,317 autoreload 67 134115769322368 Watching for file changes with StatReloader
INFO 2025-07-23 16:55:48,371 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:55:48,401 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3037
INFO 2025-07-23 16:55:53,380 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:55:53,405 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3037
INFO 2025-07-23 16:55:58,360 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:55:58,385 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3051
INFO 2025-07-23 16:56:03,356 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:56:03,385 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3037
INFO 2025-07-23 16:56:08,357 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:56:08,389 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3037
INFO 2025-07-23 16:56:13,356 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:56:13,383 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3036
INFO 2025-07-23 16:56:18,364 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:56:18,385 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3036
INFO 2025-07-23 16:56:23,357 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:56:23,378 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3037
INFO 2025-07-23 16:56:28,358 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:56:28,390 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3037
INFO 2025-07-23 16:56:33,356 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:56:33,425 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3036
INFO 2025-07-23 16:56:38,352 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:56:38,375 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3051
INFO 2025-07-23 16:56:43,357 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:56:43,386 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3051
INFO 2025-07-23 16:56:48,358 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:56:48,385 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3037
INFO 2025-07-23 16:56:53,353 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:56:53,392 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3037
INFO 2025-07-23 16:56:58,372 basehttp 67 134115684771520 "GET /metrics HTTP/1.1" 301 0
INFO 2025-07-23 16:56:58,422 basehttp 67 134115684771520 "GET /metrics/ HTTP/1.1" 200 3037
INFO 2025-07-23 16:57:01,643 basehttp 67 134115676378816 "GET /api/saga/health/ HTTP/1.1" 200 182
INFO 2025-07-23 16:57:01,714 saga_api 67 134115676378816 Saga créée: 1a811b36-d38a-4284-8737-01c68b99d079 pour client 12345678-1234-1234-1234-123456789012
INFO 2025-07-23 16:57:01,773 saga_orchestrator 67 134115676378816 SagaOrchestrator initialisé avec Kong Gateway:
INFO 2025-07-23 16:57:01,773 saga_orchestrator 67 134115676378816   - Kong Gateway: http://kong:8080
INFO 2025-07-23 16:57:01,773 saga_orchestrator 67 134115676378816   - Service Catalogue: http://kong:8080/api/catalogue
INFO 2025-07-23 16:57:01,774 saga_orchestrator 67 134115676378816   - Service Inventaire: http://kong:8080/api/inventaire
INFO 2025-07-23 16:57:01,774 saga_orchestrator 67 134115676378816   - Service Commandes: http://kong:8080/api/commandes
INFO 2025-07-23 16:57:01,774 saga_orchestrator 67 134115676378816   - API Key: magasin-secret-key-2025
INFO 2025-07-23 16:57:01,774 saga_orchestrator 67 134115676378816 Démarrage de la saga 1a811b36-d38a-4284-8737-01c68b99d079
INFO 2025-07-23 16:57:01,783 saga_orchestrator 67 134115676378816 Saga 1a811b36-d38a-4284-8737-01c68b99d079: Vérification du stock
ERROR 2025-07-23 16:57:01,790 saga_orchestrator 67 134115676378816 Erreur dans la saga 1a811b36-d38a-4284-8737-01c68b99d079: Service service-inventaire indisponible pour l'action: vérification stock: HTTPConnectionPool(host='kong', port=8080): Max retries exceeded with url: /api/inventaire/api/ddd/inventaire/stock-local/550e8400-e29b-41d4-a716-446655440001/1/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x79fa3dc25010>: Failed to establish a new connection: [Errno 111] Connection refused'))
ERROR 2025-07-23 16:57:01,790 saga_api 67 134115676378816 Erreur inattendue: Transition invalide de EtatSaga.VERIFICATION_STOCK vers EtatSaga.SAGA_ANNULEE
Traceback (most recent call last):
  File "/usr/local/lib/python3.11/site-packages/urllib3/connection.py", line 198, in _new_conn
    sock = connection.create_connection(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/urllib3/util/connection.py", line 85, in create_connection
    raise err
  File "/usr/local/lib/python3.11/site-packages/urllib3/util/connection.py", line 73, in create_connection
    sock.connect(sa)
ConnectionRefusedError: [Errno 111] Connection refused

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/usr/local/lib/python3.11/site-packages/urllib3/connectionpool.py", line 787, in urlopen
    response = self._make_request(
               ^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/urllib3/connectionpool.py", line 493, in _make_request
    conn.request(
  File "/usr/local/lib/python3.11/site-packages/urllib3/connection.py", line 494, in request
    self.endheaders()
  File "/usr/local/lib/python3.11/http/client.py", line 1298, in endheaders
    self._send_output(message_body, encode_chunked=encode_chunked)
  File "/usr/local/lib/python3.11/http/client.py", line 1058, in _send_output
    self.send(msg)
  File "/usr/local/lib/python3.11/http/client.py", line 996, in send
    self.connect()
  File "/usr/local/lib/python3.11/site-packages/urllib3/connection.py", line 325, in connect
    self.sock = self._new_conn()
                ^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/urllib3/connection.py", line 213, in _new_conn
    raise NewConnectionError(
urllib3.exceptions.NewConnectionError: <urllib3.connection.HTTPConnection object at 0x79fa3dc25010>: Failed to establish a new connection: [Errno 111] Connection refused

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/usr/local/lib/python3.11/site-packages/requests/adapters.py", line 486, in send
    resp = conn.urlopen(
           ^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/urllib3/connectionpool.py", line 841, in urlopen
    retries = retries.increment(
              ^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/urllib3/util/retry.py", line 519, in increment
    raise MaxRetryError(_pool, url, reason) from reason  # type: ignore[arg-type]
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
urllib3.exceptions.MaxRetryError: HTTPConnectionPool(host='kong', port=8080): Max retries exceeded with url: /api/inventaire/api/ddd/inventaire/stock-local/550e8400-e29b-41d4-a716-446655440001/1/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x79fa3dc25010>: Failed to establish a new connection: [Errno 111] Connection refused'))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/app/application/saga_orchestrator.py", line 207, in _verifier_stock
    response = requests.get(url, headers=self.headers, timeout=self.timeout)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/requests/api.py", line 73, in get
    return request("get", url, params=params, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/requests/api.py", line 59, in request
    return session.request(method=method, url=url, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/requests/sessions.py", line 589, in request
    resp = self.send(prep, **send_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/requests/sessions.py", line 703, in send
    r = adapter.send(request, **kwargs)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/requests/adapters.py", line 519, in send
    raise ConnectionError(e, request=request)
requests.exceptions.ConnectionError: HTTPConnectionPool(host='kong', port=8080): Max retries exceeded with url: /api/inventaire/api/ddd/inventaire/stock-local/550e8400-e29b-41d4-a716-446655440001/1/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x79fa3dc25010>: Failed to establish a new connection: [Errno 111] Connection refused'))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/app/application/saga_orchestrator.py", line 109, in executer_saga
    self._verifier_stock(saga)
  File "/app/application/saga_orchestrator.py", line 232, in _verifier_stock
    raise ServiceExterneIndisponibleException(
domain.exceptions.ServiceExterneIndisponibleException: Service service-inventaire indisponible pour l'action: vérification stock: HTTPConnectionPool(host='kong', port=8080): Max retries exceeded with url: /api/inventaire/api/ddd/inventaire/stock-local/550e8400-e29b-41d4-a716-446655440001/1/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x79fa3dc25010>: Failed to establish a new connection: [Errno 111] Connection refused'))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/app/interfaces/saga_api.py", line 180, in demarrer_saga_commande
    resume_execution = orchestrator.executer_saga(saga, saga_repository)
                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/app/application/saga_orchestrator.py", line 181, in executer_saga
    saga.transitionner_vers(
  File "/app/domain/entities.py", line 168, in transitionner_vers
    raise ValueError(
ValueError: Transition invalide de EtatSaga.VERIFICATION_STOCK vers EtatSaga.SAGA_ANNULEE
ERROR 2025-07-23 16:57:01,800 log 67 134115676378816 Internal Server Error: /api/saga/commandes/
ERROR 2025-07-23 16:57:01,804 basehttp 67 134115676378816 "POST /api/saga/commandes/ HTTP/1.1" 500 130
INFO 2025-07-23 16:57:01,812 saga_api 67 134115676378816 Saga créée: ddd1adbf-42c5-478f-b63f-74c7ff4adad7 pour client 12345678-1234-1234-1234-123456789012
INFO 2025-07-23 16:57:01,835 saga_orchestrator 67 134115676378816 SagaOrchestrator initialisé avec Kong Gateway:
INFO 2025-07-23 16:57:01,836 saga_orchestrator 67 134115676378816   - Kong Gateway: http://kong:8080
INFO 2025-07-23 16:57:01,836 saga_orchestrator 67 134115676378816   - Service Catalogue: http://kong:8080/api/catalogue
INFO 2025-07-23 16:57:01,836 saga_orchestrator 67 134115676378816   - Service Inventaire: http://kong:8080/api/inventaire
INFO 2025-07-23 16:57:01,836 saga_orchestrator 67 134115676378816   - Service Commandes: http://kong:8080/api/commandes
INFO 2025-07-23 16:57:01,837 saga_orchestrator 67 134115676378816   - API Key: magasin-secret-key-2025
INFO 2025-07-23 16:57:01,837 saga_orchestrator 67 134115676378816 Démarrage de la saga ddd1adbf-42c5-478f-b63f-74c7ff4adad7
INFO 2025-07-23 16:57:01,845 saga_orchestrator 67 134115676378816 Saga ddd1adbf-42c5-478f-b63f-74c7ff4adad7: Vérification du stock
ERROR 2025-07-23 16:57:01,852 saga_orchestrator 67 134115676378816 Erreur dans la saga ddd1adbf-42c5-478f-b63f-74c7ff4adad7: Service service-inventaire indisponible pour l'action: vérification stock: HTTPConnectionPool(host='kong', port=8080): Max retries exceeded with url: /api/inventaire/api/ddd/inventaire/stock-local/550e8400-e29b-41d4-a716-446655440001/1/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x79fa3cb2fe10>: Failed to establish a new connection: [Errno 111] Connection refused'))
ERROR 2025-07-23 16:57:01,853 saga_api 67 134115676378816 Erreur inattendue: Transition invalide de EtatSaga.VERIFICATION_STOCK vers EtatSaga.SAGA_ANNULEE
Traceback (most recent call last):
  File "/usr/local/lib/python3.11/site-packages/urllib3/connection.py", line 198, in _new_conn
    sock = connection.create_connection(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/urllib3/util/connection.py", line 85, in create_connection
    raise err
  File "/usr/local/lib/python3.11/site-packages/urllib3/util/connection.py", line 73, in create_connection
    sock.connect(sa)
ConnectionRefusedError: [Errno 111] Connection refused

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/usr/local/lib/python3.11/site-packages/urllib3/connectionpool.py", line 787, in urlopen
    response = self._make_request(
               ^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/urllib3/connectionpool.py", line 493, in _make_request
    conn.request(
  File "/usr/local/lib/python3.11/site-packages/urllib3/connection.py", line 494, in request
    self.endheaders()
  File "/usr/local/lib/python3.11/http/client.py", line 1298, in endheaders
    self._send_output(message_body, encode_chunked=encode_chunked)
  File "/usr/local/lib/python3.11/http/client.py", line 1058, in _send_output
    self.send(msg)
  File "/usr/local/lib/python3.11/http/client.py", line 996, in send
    self.connect()
  File "/usr/local/lib/python3.11/site-packages/urllib3/connection.py", line 325, in connect
    self.sock = self._new_conn()
                ^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/urllib3/connection.py", line 213, in _new_conn
    raise NewConnectionError(
urllib3.exceptions.NewConnectionError: <urllib3.connection.HTTPConnection object at 0x79fa3cb2fe10>: Failed to establish a new connection: [Errno 111] Connection refused

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/usr/local/lib/python3.11/site-packages/requests/adapters.py", line 486, in send
    resp = conn.urlopen(
           ^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/urllib3/connectionpool.py", line 841, in urlopen
    retries = retries.increment(
              ^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/urllib3/util/retry.py", line 519, in increment
    raise MaxRetryError(_pool, url, reason) from reason  # type: ignore[arg-type]
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
